CustID,Age,TotalNumItems,TotalAmount
42212,20,29,9677.36
15356,25,32,7701.32
9944,20,27,7062.25
12296,25,29,8433.98
37353,19,29,9263.099999999999
4561,18,29,8149.08
43914,18,37,11768.44
12787,22,22,7810.12
9678,24,29,8221.38
22669,18,28,9075.539999999997
21721,21,31,9672.099999999997
15094,20,34,10253.96
11416,18,41,12804.22
20007,19,32,10749.38
40239,22,30,9039.16
35310,21,26,7048.599999999998
47260,18,24,8477.250000000002
17351,21,34,10028.409999999998
2176,23,27,9730.16
32058,20,43,12268.850000000002
22037,22,32,10240.779999999999
33625,23,40,11247.27
18984,22,35,10870.800000000001
16308,19,26,8921.939999999999
8281,25,32,9658.810000000001
369,21,31,9369.599999999999
35081,20,28,8251.850000000002
37511,22,32,10403.1
7388,21,28,9254.480000000003
23602,22,22,6406.55
32791,18,29,9496.11
46832,18,26,6588.56
38596,22,27,7829.789999999999
33328,25,35,11809.379999999997
43081,23,25,8790.189999999999
21316,20,29,9195.050000000001
7466,20,26,7632.790000000001
39616,18,25,7121.64
32064,19,22,7207.67
34285,18,27,9691.29
41940,20,25,9702.36
32278,18,27,8802.11
2522,18,30,10708.810000000003
4024,19,27,6956.46
29796,25,33,11039.980000000001
47865,23,26,7964.850000000002
40984,23,31,12352.989999999998
12890,22,21,5063.839999999998
26451,25,29,9486.449999999999
19195,20,23,7364.920000000001
24528,22,40,11198.66
23136,22,28,7533.099999999999
35641,24,28,8263.56
35403,20,33,9239.060000000001
4515,18,39,13561.84
23051,23,29,11762.53
4134,23,29,9762.310000000001
31275,20,32,9460.990000000002
23009,23,30,10936.7
41026,20,30,8068.850000000001
42540,25,26,7450.999999999999
36989,22,35,10455.06
12083,22,29,9738.460000000001
3914,18,29,9534.24
20442,18,32,9491.439999999999
13738,22,41,13391.860000000002
22970,21,28,8680.199999999997
32062,19,23,5989.160000000002
9862,22,49,14910.66
9928,23,29,7735.71
33864,24,41,11635.710000000001
9797,23,35,9865.829999999996
2763,23,25,7336.2699999999995
20559,25,30,9234.390000000001
34609,18,17,5381.0199999999995
10969,23,25,8791.31
18616,18,39,11026.000000000002
1191,18,28,7976.330000000001
37211,20,29,8684.58
43913,25,46,13821.62
33316,19,25,6058.210000000001
38476,24,40,12576.199999999995
365,19,26,8123.319999999999
27790,18,34,11351.67
10973,24,34,10669.050000000001
6564,20,30,7564.12
10987,22,34,10665.859999999999
34419,25,40,13122.189999999999
29870,24,31,6830.159999999998
5961,24,25,7811.18
36639,19,31,8971.78
7823,25,29,7699.79
10643,22,32,10790.460000000003
16753,23,23,7948.62
49565,19,27,7476.77
36717,21,33,9054.41
13375,22,22,6484.6
32432,24,16,4296.0199999999995
11496,25,30,9418.04
42237,22,31,8915.93
11975,18,40,12310.170000000002
5272,25,19,7285.68
38123,22,25,6063.6500000000015
25293,25,23,6636.0599999999995
31530,21,23,5583.95
46530,22,26,8981.59
18234,21,43,15727.860000000004
6772,20,24,5461.5199999999995
49988,24,30,8772.87
342,18,26,7001.46
43177,19,30,8701.960000000001
26249,19,17,4365.089999999999
19036,23,34,11162.349999999997
34562,23,46,12724.869999999999
30572,20,40,13371.919999999996
19208,22,34,11759.310000000001
6,19,27,9077.52
10936,24,33,10851.28
9702,19,33,10479.19
9639,21,30,9468.880000000001
32450,23,29,9092.050000000001
49390,24,29,8620.35
13229,19,30,9609.599999999999
33601,24,37,11231.11
2586,23,25,6639.45
18444,18,40,10629.429999999998
47133,23,32,10251.069999999996
7305,19,25,7671.579999999999
8265,20,31,10401.740000000002
25367,19,27,8625.99
10842,22,19,5324.48
47937,20,24,8238.26
11509,19,27,7123.199999999998
39792,20,21,5460.3
31441,18,34,9639.869999999999
46226,23,21,6677.200000000003
28348,18,25,10069.72
32222,22,26,8516.51
45596,20,35,11014.279999999999
4947,21,28,8954.43
40597,25,31,8804.830000000002
3510,19,37,11897.909999999998
39844,24,25,7781.500000000003
7235,25,27,7384.789999999999
1786,18,34,10246.330000000002
47720,19,33,11054.769999999997
42110,24,36,9971.06
38480,24,20,7170.279999999999
39847,23,30,9586.61
27006,22,26,9786.630000000001
49560,21,37,11316.1
23472,19,26,7999.71
49878,19,31,8718.800000000001
36332,25,25,8277.050000000001
37620,18,27,8032.439999999999
48127,19,21,5863.909999999999
32997,19,31,8429.940000000002
20481,24,31,11489.99
34451,22,27,6878.63
31091,25,40,10880.1
4145,23,26,7640.48
25419,18,27,7522.040000000001
33487,25,38,11436.219999999998
17451,25,34,9419.63
28525,22,34,10972.050000000003
17523,18,28,9931.269999999999
26700,24,40,11649.029999999999
12934,22,24,6432.889999999999
38177,18,30,9698.370000000003
27567,19,27,7997.48
45971,20,32,8898.06
45240,22,29,8571.759999999998
48223,18,43,11935.02
40044,24,30,9231.120000000003
12327,24,21,5951.83
29201,24,27,7016.38
46600,20,29,7544.490000000002
15001,20,31,9717.74
16146,21,35,10945.900000000001
29097,19,36,8971.97
23923,25,30,9333.609999999999
23519,20,34,9792.880000000001
7684,22,33,8669.029999999999
12661,20,26,5798.31
882,23,28,8459.240000000002
26581,24,28,9101.980000000001
8164,25,33,11784.119999999999
28698,22,32,10213.060000000001
22110,25,32,9617.909999999998
24903,18,30,9098.91
21006,25,30,7309.160000000001
16214,21,27,8259.560000000001
16112,19,33,9747.129999999997
43903,25,24,7073.980000000001
44795,23,37,12156.609999999995
1124,18,26,6588.910000000001
36255,24,29,8082.41
3005,18,23,6616.74
40023,25,21,6243.670000000001
37165,20,27,7313.510000000001
38776,23,32,10511.29
8068,21,23,7650.19
21770,25,26,8012.930000000003
27582,19,22,5712.48
10064,18,33,9888.679999999997
46028,24,36,10719.699999999997
35003,18,32,9752.740000000005
25598,21,31,8897.029999999999
19527,18,38,10915.390000000001
33174,19,31,10426.57
18505,18,22,6630.17
34415,19,25,8604.960000000001
12656,23,35,11523.210000000001
10454,18,25,7781.180000000001
970,20,27,9165.44
30148,25,18,5288.08
31646,20,19,5811.66
2451,23,28,9201.79
33156,23,22,8333.13
6784,23,39,9765.449999999999
22313,25,25,8313.019999999999
33192,18,31,8898.449999999999
46290,23,35,9939.53
47095,21,33,10852.689999999999
38761,23,25,6208.250000000001
46354,18,26,7492.739999999998
42660,22,23,6914.95
41663,22,21,6372.46
35396,18,28,9525.65
29944,20,34,10953.430000000002
15781,19,23,7347.4400000000005
10661,22,40,11805.92
32219,25,36,11133.53
23457,21,37,11381.17
19754,20,35,12654.120000000003
41134,24,30,9095.550000000001
35853,25,27,6941.370000000001
11447,24,32,10728.349999999999
29604,18,28,8361.88
15759,24,28,8696.02
38695,22,31,8504.050000000001
49664,18,25,8696.149999999998
5403,18,32,9215.730000000001
9717,22,34,9874.08
8195,19,30,9839.94
16039,18,28,8319.12
9985,19,43,15562.130000000005
26066,21,23,8536.33
13235,22,28,10685.78
5344,19,33,10250.33
46431,20,37,12181.939999999999
45025,23,32,9089.150000000001
41960,21,23,7018.790000000002
14279,23,35,11109.82
31036,21,26,6617.109999999999
38751,25,27,6416.120000000001
2365,21,26,8174.929999999999
2920,22,39,11450.450000000004
30172,20,27,8543.909999999998
46857,19,22,6701.9
16974,25,30,8376.75
32305,22,38,11372.659999999998
28167,25,39,11453.85
30521,21,20,7272.53
12510,24,41,12981.599999999999
48856,25,41,12326.37
41433,21,25,7966.099999999999
37895,18,43,13387.020000000004
12841,23,33,10872.260000000002
30541,19,33,10094.909999999998
22068,19,25,8645.579999999998
10641,25,36,10953.709999999997
30338,18,31,10850.319999999996
28387,25,26,6207.36
37518,18,32,7578.969999999998
447,20,22,6893.09
36259,23,30,9352.32
2758,22,30,8047.6900000000005
44647,18,30,9471.179999999997
39517,19,26,8024.960000000001
15729,23,30,9919.730000000001
19642,19,26,7383.94
43337,25,30,9622.19
43742,23,30,8686.369999999999
42249,22,32,10075.410000000002
16693,18,32,9578.029999999999
24151,19,32,10953.060000000001
47202,22,22,5987.9
15484,23,22,7259.340000000001
18187,22,32,10665.51
25710,25,36,9547.730000000001
41009,20,25,7167.1500000000015
31255,23,24,6332.740000000001
34310,24,30,10349.619999999997
36754,18,34,10246.74
15047,25,34,9902.19
33749,23,31,8531.83
7910,22,28,7604.390000000001
37877,20,30,8696.2
22458,23,29,7544.450000000001
22881,22,23,7157.209999999999
43429,22,34,10688.990000000003
32860,19,36,10772.33
15827,23,27,6645.370000000002
18760,22,37,11470.77
30423,25,33,10395.440000000002
48379,19,33,11434.13
9545,24,35,10485.56
15097,24,34,10732.57
19300,21,32,9747.63
16677,19,28,8096.569999999998
22127,20,29,8254.570000000003
5711,20,26,6132.210000000001
24899,21,24,6466.66
45646,19,23,6379.329999999998
17948,19,28,8110.929999999999
19368,19,30,9856.9
15585,20,32,10584.17
34501,21,31,10870.320000000002
49814,21,24,5963.52
19761,23,23,6977.470000000001
43588,18,37,11619.229999999998
35177,21,25,7916.030000000001
9505,21,32,10448.960000000001
43600,21,40,11679.030000000002
16833,19,19,5811.740000000002
44203,18,28,8755.199999999999
44895,18,25,6421.549999999998
31265,20,29,10309.590000000002
36541,24,27,8833.2
34770,24,33,8631.890000000003
25032,22,23,7011.990000000001
9860,25,23,7078.71
48709,19,29,8868.580000000004
26714,24,40,13672.080000000002
12925,21,27,8062.289999999997
239,20,27,6479.37
17226,24,24,8393.42
22229,21,45,14003.9
37140,24,36,9318.45
12023,20,33,11393.1
16383,21,34,11624.1
9339,24,37,9732.95
29566,18,25,6352.88
9690,22,23,6809.089999999999
4637,23,23,7281.409999999999
40051,21,23,7285.32
39346,19,28,8857.189999999999
49385,18,38,10554.060000000001
14258,23,28,9749.99
7025,22,32,9656.139999999996
42864,23,30,8152.6
43575,20,27,8395.560000000001
21108,23,44,14137.670000000004
10773,21,33,9640.460000000001
36482,24,27,8641.68
40933,20,25,7047.49
31084,23,20,5765.559999999999
45858,21,35,11365.480000000001
37100,18,29,8715.409999999998
22516,24,29,6185.980000000001
47363,24,32,8961.68
36733,23,33,9029.18
13330,25,29,10383.46
9487,23,26,7796.330000000001
7702,24,29,9932.250000000002
12724,24,38,10849.639999999996
38542,18,31,8736.350000000002
19533,21,35,11638.41
6725,18,35,11730.09
9652,20,36,9824.26
20474,18,35,7362.080000000001
20445,22,24,8611.859999999999
10698,18,33,9669.11
18654,23,29,8921.439999999999
15523,21,31,10682.32
20678,20,38,11338.979999999998
25889,23,35,10113.500000000004
27513,21,28,7951.49
6328,24,28,8074.54
15923,19,30,8323.339999999998
6781,18,28,8961.369999999999
46553,19,36,10910.389999999998
4217,24,35,11009.52
15422,18,31,10483.88
33787,18,32,10842.4
16680,22,30,11390.18
40956,23,29,10297.239999999998
30715,21,24,6148.199999999999
21852,24,28,9337.379999999997
2415,22,32,11535.130000000001
2140,19,34,10172.559999999998
8422,21,23,6673.750000000002
8675,25,26,6219.180000000002
3029,19,21,6478.48
13084,20,28,8902.600000000002
23743,20,22,6441.229999999999
41252,20,34,8567.880000000001
44889,18,31,7601.68
2898,24,32,8729.44
42985,22,19,5245.49
32697,25,18,5734.660000000002
1103,24,27,9331.740000000002
29131,18,33,10141.11
24818,18,37,10728.29
35648,24,27,7759.0
12413,19,29,9440.18
32719,23,31,9036.970000000001
29010,22,24,7893.11
5049,21,24,7624.060000000001
1253,21,25,5751.01
23444,18,33,10688.23
47252,21,20,6463.629999999999
29937,19,31,10323.140000000001
36403,22,30,7996.089999999999
37978,20,23,6942.839999999998
27115,18,23,6226.610000000001
36179,25,32,9329.530000000002
47091,20,24,7123.4800000000005
16057,19,29,9266.150000000001
4840,19,30,10750.07
14381,25,22,6695.92
13716,25,39,12756.740000000003
15803,21,23,5903.550000000001
22021,25,34,10877.22
2018,25,25,8177.06
40690,19,25,6543.19
1821,25,22,8228.6
39343,24,22,7122.51
33808,24,24,6728.89
48619,25,32,10129.300000000001
21013,23,19,6993.5
30622,22,20,5890.7699999999995
41782,22,25,8154.540000000002
11402,23,31,10796.800000000001
6399,20,34,10364.849999999997
26578,18,34,10597.029999999997
5166,20,32,9012.17
12907,21,32,9179.949999999999
11099,18,36,11925.090000000002
42431,20,30,8731.640000000001
4213,23,31,8519.229999999998
42934,20,34,11227.399999999998
40507,21,22,6829.4400000000005
1453,22,30,9413.269999999999
41662,19,38,12439.489999999998
3922,19,38,11241.949999999999
1060,25,24,7703.400000000001
23334,24,34,9020.269999999999
32775,25,28,8280.86
37435,25,29,9659.989999999996
24317,19,15,4492.48
9679,25,40,12155.800000000005
6702,21,38,10463.470000000001
9124,19,32,9384.650000000001
25560,18,34,10288.54
23847,22,37,9393.17
17833,20,29,9248.54
11895,25,40,11751.790000000003
32563,21,24,6952.33
48043,18,27,8597.42
41657,21,31,8175.980000000001
16044,24,26,7411.91
3501,23,30,9789.85
23184,21,31,9912.609999999999
675,25,31,9126.8
31417,24,29,8127.04
8656,23,20,6388.170000000001
48193,22,34,9368.76
31694,19,34,10311.829999999998
37728,22,25,6932.72
42450,18,25,7592.989999999999
20737,22,27,10220.689999999999
37677,24,22,6084.930000000001
35229,19,39,12463.679999999997
36326,24,31,9482.1
5490,24,34,9597.51
26399,23,21,5690.869999999999
32084,22,36,9932.07
17732,23,36,11360.19
20718,25,21,6059.200000000001
27407,20,38,10475.769999999999
45810,23,32,9661.89
36334,25,34,10522.060000000003
31660,18,36,11110.67
15343,22,33,11858.06
33363,21,34,9855.369999999999
2572,21,34,11900.11
41389,23,21,5767.53
43901,19,33,10692.79
2755,20,36,12792.149999999998
7610,25,31,8963.48
18407,20,29,8501.939999999999
7981,22,30,7592.62
42175,20,35,11447.4
19410,23,23,6039.13
1770,20,28,7214.420000000001
3427,24,27,6880.72
45451,22,32,9369.030000000002
33594,19,25,5318.400000000001
16758,19,25,7618.160000000002
48660,25,26,9133.7
29699,18,20,7073.5
20360,23,35,11714.859999999999
48266,18,33,11131.589999999998
30979,19,24,9480.81
29101,18,26,8206.34
21036,23,25,7392.969999999998
17127,24,25,8187.6
34563,25,33,10169.44
38279,23,22,6499.42
28796,20,22,6617.750000000001
1781,20,27,7099.19
33976,22,30,7233.23
37210,18,18,5863.510000000002
13893,19,31,9170.760000000002
28631,19,31,9827.369999999999
5832,19,27,8224.77
39963,25,38,13610.57
33558,22,32,9389.150000000001
24189,24,26,7685.599999999999
42782,19,29,8994.529999999999
28776,19,17,4429.16
7690,21,24,7619.160000000002
46465,25,34,10687.72
47321,23,25,5431.749999999999
24430,22,24,7212.4800000000005
36720,22,27,7634.719999999998
44055,22,26,8545.03
6965,25,33,9056.1
7290,18,34,9512.060000000001
25985,19,31,8972.33
26650,18,23,7403.8099999999995
43912,25,32,12224.469999999998
20101,21,43,13531.72
7482,24,24,7175.39
38679,22,33,10703.630000000001
16892,23,32,8400.31
20100,25,27,8190.0199999999995
23939,20,31,9339.25
26106,21,33,12215.12
46703,21,41,12250.390000000001
32793,18,19,5689.58
4359,18,35,8998.03
22101,24,30,8350.079999999998
40587,22,25,5945.289999999998
38980,22,29,9652.909999999998
37432,25,35,10558.570000000002
29959,21,24,7428.92
42718,18,26,6942.33
46361,19,26,8266.12
28,25,27,7854.330000000001
30519,20,29,9336.640000000001
19686,20,36,12014.859999999999
31824,24,34,8938.52
40570,21,28,7982.76
4485,21,33,9685.589999999998
8420,18,23,8416.75
36760,22,38,11543.64
23928,18,35,10410.920000000002
6822,25,34,10538.14
7034,25,28,8941.360000000002
28652,20,32,8733.39
39805,23,38,12445.070000000002
10038,18,28,10155.18
22137,22,27,8681.84
7405,22,22,7226.620000000001
32673,22,32,10847.310000000001
17868,25,25,6939.15
45951,20,28,7481.04
519,22,36,10576.559999999998
43050,23,25,6727.190000000001
44032,21,35,11745.94
45561,22,23,7128.219999999999
28882,22,31,9292.39
23987,21,25,6855.419999999998
11089,24,28,9378.51
34553,25,36,10917.379999999996
49704,18,33,10188.52
26626,19,24,5765.680000000001
41220,18,41,12141.849999999999
23072,18,38,12010.069999999998
3882,19,33,10233.650000000005
44229,20,19,6460.309999999999
34596,19,25,7458.639999999999
29805,24,27,8299.72
15080,22,37,10115.490000000002
4772,18,25,7423.51
34945,19,30,8096.4800000000005
20438,25,26,8142.340000000001
9546,19,34,10090.160000000002
10365,20,29,9905.210000000001
18075,18,28,6980.119999999999
38330,19,29,8830.279999999999
3887,19,38,10086.040000000003
17265,23,35,10613.750000000002
24313,25,33,9137.210000000001
16081,21,33,11250.310000000001
39804,21,27,8785.239999999998
29857,19,36,11175.570000000002
11837,18,27,8241.820000000002
6583,25,35,10949.000000000002
34037,22,27,8621.84
47057,21,32,9119.07
33180,25,27,7938.089999999999
17554,21,19,5297.04
35225,18,25,6127.94
43370,24,27,7667.52
9093,23,29,8155.980000000001
43907,19,30,7955.380000000001
45205,21,21,7059.209999999999
304,23,31,7652.260000000002
6139,24,37,12013.090000000002
21573,23,36,11268.829999999998
31049,25,27,6853.060000000001
40048,18,22,7507.44
18154,18,29,9063.42
4019,19,27,9165.19
6341,22,26,7366.66
17132,24,27,7001.32
39056,22,23,6904.43
29365,25,18,4980.6100000000015
44526,25,19,5500.35
42825,21,37,10441.220000000003
41965,25,39,11153.59
38835,20,35,12106.340000000002
23656,19,34,9517.009999999998
27197,22,32,9387.380000000001
23550,25,31,10577.639999999998
10376,25,30,9220.480000000001
48871,23,41,11886.699999999999
2376,24,34,8468.08
24926,25,28,8660.720000000001
45875,18,30,9967.36
27820,21,28,9483.539999999999
25118,21,28,8753.0
47972,23,29,9231.450000000003
1474,19,22,7087.47
32476,24,34,10220.039999999999
646,22,18,5327.87
17041,18,30,9281.570000000002
9799,24,25,6832.56
45366,22,30,10013.75
9345,18,30,7836.01
19534,21,37,12067.890000000001
42702,23,30,10272.279999999997
35717,23,26,8361.69
37651,25,25,10129.73
15128,25,36,10609.93
11739,21,38,10143.580000000002
48769,20,32,10298.990000000002
13567,22,36,10238.070000000002
36424,19,26,8459.73
42015,25,29,9482.06
35821,24,34,11018.64
29228,25,41,11086.849999999999
30594,24,35,9121.720000000001
26350,20,29,8017.47
31097,19,29,8562.460000000001
15683,22,29,8771.039999999999
44239,23,31,9492.070000000002
11670,21,34,9998.02
38522,19,45,14178.17
1071,22,38,11734.89
12288,25,31,9515.97
22005,22,32,9915.81
11761,18,34,10814.820000000002
32764,22,27,9199.000000000002
23016,25,21,6107.510000000001
19963,21,35,10139.47
6966,24,34,9869.859999999997
42141,22,32,8996.99
319,25,31,7443.6
40755,23,28,9093.49
48923,19,30,9656.360000000002
34236,18,34,10886.22
9909,20,29,9781.009999999998
44965,25,21,6793.38
17854,20,26,6701.82
31071,24,29,10836.289999999997
4597,18,32,10800.059999999996
20751,24,25,8427.300000000001
2876,19,35,9657.459999999997
9586,20,31,10020.580000000002
30880,25,23,7570.95
43696,24,30,8999.000000000002
8496,25,22,6970.28
48376,20,25,6426.690000000001
44420,18,28,7437.170000000001
404,24,15,3470.7099999999996
24319,22,21,5754.190000000001
17045,18,32,11476.96
9292,19,23,6923.74
40223,23,25,8611.76
29974,23,26,7269.74
10617,25,26,6700.039999999999
23968,18,32,11028.23
37984,23,28,8120.9800000000005
16865,22,39,13690.940000000002
16156,23,26,7343.670000000002
43563,23,25,7323.06
32374,25,26,7248.29
28723,19,26,7823.75
36390,21,20,5979.790000000001
14411,24,25,7099.08
10148,20,20,6209.979999999999
34475,22,28,9309.529999999999
3984,22,32,9901.659999999996
44288,25,27,9009.359999999999
29956,18,17,5468.710000000002
34700,25,35,12031.38
28806,23,43,13510.860000000002
35145,23,26,7290.240000000001
2437,25,34,10102.88
39934,22,32,10127.679999999998
2802,19,32,9734.330000000002
42770,18,19,6123.430000000001
20567,19,30,8348.989999999998
27078,19,27,6196.85
33469,24,24,7960.570000000001
6176,24,36,10730.31
25827,25,28,9032.26
46005,18,26,7770.290000000001
6998,25,32,9812.26
1787,20,23,7184.65
38530,18,26,5525.36
43634,18,29,10270.349999999999
34994,22,30,7890.09
10968,21,30,8954.569999999998
11676,18,20,5863.5
32583,18,27,8714.859999999999
6115,21,24,8270.1
48150,23,25,7013.299999999999
14931,19,36,10259.0
30524,19,35,11041.08
32148,21,27,7264.28
49542,18,33,10225.150000000001
25205,23,27,7677.000000000001
39619,23,25,7552.9400000000005
18969,22,42,13174.08
8272,25,29,9049.220000000001
21237,22,30,9143.43
11879,22,24,7683.709999999999
41254,24,28,8506.21
29216,23,28,8603.880000000001
46275,23,32,9616.589999999997
9434,22,25,5880.330000000001
10997,18,26,7774.759999999999
11821,24,32,8760.460000000001
41524,25,28,9381.080000000002
12750,22,50,16794.61
48697,21,32,9299.589999999998
40635,20,29,7326.95
26169,19,34,9993.95
36919,24,28,8229.779999999999
13367,25,33,9615.810000000001
47424,20,29,8576.580000000002
15540,21,29,10039.91
31334,23,28,8533.86
6400,25,28,8736.94
13274,21,40,11988.89
44852,24,22,6347.879999999999
6496,23,29,9539.12
27475,18,34,11626.589999999997
30895,22,30,8370.200000000003
44274,20,26,8261.41
46086,20,19,6494.209999999999
47744,19,39,12413.570000000002
3778,25,37,13052.189999999999
22482,23,30,9803.429999999998
23479,19,24,8354.88
21564,23,28,8613.53
5830,24,31,9241.609999999999
26008,19,36,10509.189999999999
30020,22,28,9027.279999999997
43567,22,33,10813.250000000002
46187,23,28,7702.259999999999
2818,19,27,7785.669999999999
22487,22,28,8873.439999999997
16867,19,25,6760.0599999999995
2107,24,23,7969.099999999999
26096,20,27,8979.69
18501,19,28,8847.580000000002
21498,22,28,10045.789999999999
18737,20,22,6877.240000000001
44569,20,30,9207.19
49199,18,30,10332.64
18129,25,28,8478.220000000001
2701,21,20,6595.85
49323,21,32,9966.410000000003
10721,25,52,16458.77
13218,19,34,9460.760000000002
33678,20,34,10075.44
17551,24,27,8870.17
1151,22,26,6854.05
20760,21,29,10840.59
25967,19,27,6952.599999999999
20699,20,29,8947.219999999998
3291,20,26,8166.31
12041,25,33,11817.469999999998
49756,22,24,6692.18
18563,23,30,10038.010000000002
8665,22,25,8845.95
3162,19,25,6297.02
3234,24,27,8856.989999999998
46467,22,36,11298.13
2296,23,32,11539.550000000001
13536,20,25,7154.719999999998
21904,21,25,8113.079999999998
46786,23,34,9155.850000000004
37195,20,33,11385.84
29957,18,30,9975.870000000003
18523,23,36,11637.17
36092,21,29,7948.26
15737,23,32,10282.289999999999
27190,22,31,8664.100000000004
9008,24,26,6656.59
46698,22,22,7241.709999999999
42095,19,23,6708.950000000002
3769,18,26,6988.540000000002
32916,20,36,11656.249999999998
3131,19,34,9890.960000000001
10760,20,20,7333.54
22038,21,22,6277.609999999999
1622,24,36,10099.49
27934,19,27,8626.34
24332,24,31,8719.03
48575,19,21,6492.820000000001
17673,25,23,7328.98
6542,21,46,13916.109999999997
14881,21,44,13227.520000000008
15408,21,25,6771.099999999999
43713,25,24,7432.540000000001
11711,21,33,12668.699999999997
41669,24,27,8436.43
31263,20,29,8521.309999999998
42764,20,36,9720.159999999998
40066,25,18,5950.71
38654,19,21,6499.959999999999
20043,24,32,9220.789999999999
27941,25,34,11433.75
23042,24,33,10463.440000000002
24279,19,27,7862.010000000002
252,20,32,11200.029999999995
14376,23,36,10329.64
6645,21,31,9147.800000000001
1373,22,26,8138.399999999999
10873,21,33,9724.699999999999
7377,25,33,9053.6
34791,25,31,10238.480000000001
24640,19,33,11191.249999999998
28672,21,34,10147.93
25712,20,35,10507.12
11108,18,30,7871.84
42334,23,30,9094.27
7308,22,25,7426.030000000001
44157,19,26,6899.42
40550,18,23,5213.159999999999
36462,22,24,7490.209999999998
8931,20,29,9167.189999999999
25405,18,38,11035.450000000003
22535,25,37,9293.42
16042,19,29,9965.320000000003
22287,25,32,10878.45
38520,25,27,8058.28
36804,18,31,11102.749999999998
3019,21,23,8059.9800000000005
46141,19,36,11335.930000000002
35086,19,40,12027.84
21558,22,39,10592.589999999998
2288,19,30,11569.990000000002
7269,23,31,7873.7300000000005
33584,18,22,7590.060000000001
26024,18,34,10512.919999999996
10181,21,31,9652.83
836,21,25,8204.569999999998
46451,20,24,7375.310000000001
36408,20,24,7926.620000000001
38461,24,29,8358.019999999999
29323,18,38,11321.240000000003
10369,20,34,9641.850000000004
21389,19,33,11312.19
32183,20,28,7283.76
46770,25,19,5291.040000000001
40528,20,32,8935.740000000002
42039,18,33,10823.039999999999
17658,22,31,9872.150000000001
48421,20,33,11415.399999999998
19132,23,27,9090.949999999999
46022,19,19,6753.78
17272,25,23,7139.689999999999
28491,24,23,6466.05
47724,21,37,13218.759999999998
45101,24,28,8690.900000000001
39281,20,30,8667.78
20161,19,22,5679.239999999999
13331,21,26,8796.9
38905,19,31,9695.670000000002
31902,23,18,4975.94
17576,25,30,8368.79
17701,24,36,11798.969999999998
7190,25,28,9158.640000000001
6249,23,34,8190.01
27688,20,35,11314.349999999999
2435,20,24,6269.63
22727,19,28,9144.17
9563,18,26,8685.56
17911,22,25,8195.01
22175,25,39,13160.880000000001
47114,25,23,8086.550000000001
14602,22,28,8005.27
8958,24,36,11551.25
42575,22,44,14122.849999999999
33610,18,15,5561.73
361,24,46,11797.55
7332,23,32,10802.21
11523,19,28,9355.75
4674,25,20,5230.710000000001
48752,18,24,6259.1
5278,18,22,7208.399999999999
45239,22,29,8971.4
48753,19,23,7406.73
7736,18,36,10002.189999999999
4980,25,36,12462.59
42772,25,26,7204.08
17352,18,32,10356.39
7808,22,31,11404.489999999998
47213,22,31,8934.890000000001
33172,22,24,8560.519999999999
27545,18,28,8679.39
8684,24,28,8077.6
17773,19,26,8734.410000000002
7450,23,33,9468.71
48578,18,34,10565.11
17082,18,35,10833.93
30373,19,31,9188.58
39317,23,22,6300.990000000001
21433,21,29,10009.260000000002
47592,20,35,11159.64
44653,22,46,14322.290000000006
6166,18,35,11693.78
44594,20,25,7263.820000000001
13841,22,32,9963.65
28521,21,22,5942.73
34542,19,33,9118.859999999999
29286,25,28,8205.41
13372,19,36,11398.31
22680,24,26,7395.97
43565,23,31,8908.640000000001
42276,18,28,9843.870000000003
25823,19,34,12142.070000000002
46399,21,33,10978.849999999999
7249,18,25,6361.400000000001
40286,24,21,6343.360000000001
14580,19,37,9890.769999999999
30779,18,31,9192.940000000002
28392,22,28,8841.419999999998
3784,24,29,8804.7
37851,21,30,8990.880000000005
2286,23,27,8501.629999999997
30590,20,40,13801.349999999999
31211,19,41,12938.310000000001
9591,20,28,8209.699999999999
1381,22,40,12973.48
39891,25,42,12993.73
26307,22,32,10856.169999999998
9198,20,25,8118.159999999999
21151,20,24,7017.2300000000005
6863,24,30,8937.429999999998
36381,25,39,11319.750000000002
7217,19,30,7761.810000000001
33647,20,32,10852.699999999997
1449,19,36,11884.330000000002
27162,20,21,6148.6500000000015
23387,19,17,6158.869999999999
2036,20,30,9967.289999999999
49570,23,35,10443.779999999999
13643,25,23,7933.1399999999985
38527,24,37,10291.13
1822,20,31,9953.300000000001
22937,20,40,14944.849999999997
25417,20,22,7026.78
25960,18,30,9908.800000000001
25245,24,36,10125.210000000001
20615,21,32,9780.130000000001
26149,21,26,8371.719999999998
9677,18,38,11684.89
16249,21,24,6286.13
38424,24,20,6707.749999999998
17994,23,21,7261.5599999999995
30000,21,30,8273.38
49204,21,27,9313.880000000001
47111,22,26,7878.6799999999985
42530,24,35,11075.390000000001
45727,19,29,7284.539999999999
3647,25,26,8117.059999999999
22573,19,24,7819.84
1744,25,24,7428.969999999999
36439,18,26,6975.000000000001
33703,20,27,11022.01
4168,22,22,6644.859999999999
5935,24,45,15115.980000000005
42565,24,20,5115.55
49630,21,27,6630.03
43510,25,26,7196.209999999999
11458,18,37,10925.460000000001
6757,19,23,7225.2699999999995
38555,21,27,8966.279999999999
7216,20,26,6805.870000000001
23717,19,29,7781.7300000000005
29332,23,37,9527.970000000001
28454,23,22,6619.82
35982,24,23,6799.240000000001
20209,24,34,11127.160000000003
37893,23,27,8870.130000000003
19824,25,29,8902.560000000001
